Headline,Class
ฉายาสภาปี 67 สส. “เหลี่ยม(จน)ชิน” ด้าน วุฒิสภา “เนวิ(น)เกเตอร์”,1
เริ่มโอนเงินเยียวยาน้ำท่วมใต้ เฝ้าระวังฝนตกหนัก 27-28 ธ.ค.นี้,0
ลุยบรรจุร่างแก้ รธน. 256 ปชน.จ่อพิจารณาพร้อมรายมาตรา 14-15 ม.ค.68,0
นายกฯ โพสต์ภาพแฟ้มงานเตรียมพร้อมส่งท้ายปี 2567,0
“สมศักดิ์” ยันจัดการเด็ดขาด รพ.ไหนปลอมใบรับรองแพทย์ ต้องเจอคุก,1
นายกฯ เลี่ยงตอบกระทู้ในสภาฯ งงยุบสภา บอกไม่ได้ยินใครพูด,1
ฝากบ้านกับตำรวจเทศกาลปีใหม่ 2568 ปลอดภัย เที่ยวสุขใจ,0
ครม. อนุมัติหลักการจ่ายชดเชย ผู้ได้รับผลกระทบโครงการไฟฟ้าพลังน้ำเขื่อนลำปะทาว ชัยภูมิ,0
ครม.เห็นชอบร่างประกาศ ทส. มาตรการคุ้มครองทรัพยากรปะการัง ท่องเที่ยวดำน้ำ,0
ครม.เห็นชอบยกเลิกกฎกระทรวงกำหนดมาตรฐานสินค้าเกษตร,0
คาดปีหน้าสินค้าเมดอินไทยแลนด์ค้าขายในโลกคึกคัก,0
“แพทองธาร” ย้อนถามนักวิชาการปรามาสทำไม,1
กำชับ พม. ดูแลกลุ่มเปราะบาง รับมือภัยหนาว-มรสุม-PM 2.5,0
“พริษฐ์” สวนกลับ “ทักษิณ” หลายนโยบายรัฐบาลนี้ผิดสัญญา,1
“ทวี” ยิ้มรับฉายา “ทวีไอพี” ปัดสองมาตรฐาน,1
“พิชัย” เผยเงินหมื่นเฟส​ 2 เข้า ครม.​ วันนี้,0
“สุริยะ” ลั่นเขากระโดงจบได้ถ้าทุกฝ่ายยึดกฎหมาย,1
ก.ยุติธรรม มอบหนังสือประวัติกระบวนการยุติธรรม,0
กองทุนหมู่บ้านคุ้มครองอุบัติเหตุให้แก่สมาชิก,0
มติ กก.รัฐสภา 8 : 4 เห็นควรบรรจุร่างแก้ รธน. เปิดทางมี สสร.,0
นายกฯ มอบนโยบายแผนการปฏิบัติงานปี68 ของ กอ.รมน.,0
“วิสุทธิ์” เสียดายเงินภาษีทำประชามติ 3 ครั้ง 9 พันล้าน,1
“บิ๊กอ้วน” สั่งจับตาพายุลูกใหม่ เตรียมพร้อมรับมือ,0
“ภูมิธรรม” ย้ำการเจรจาคือทางออก ไม่หวั่น “สนธิ” บุกทำเนียบ,1
รมว.กลาโหม กำชับเข้มปลอดภัยปีใหม่ 2568,0
“วิสุทธิ์” มองเป็นเรื่องดีฉายา “พ่อเลี้ยง” มีบุญวาสนา,1
“ภูมิธรรม” ชี้การทำงานอยู่ที่ความตั้งใจไม่ใช่ฉายา,1
“เฉลิมชัย” ไม่เคืองสื่อ ตั้งฉายา “ประชาธิเป๋”,1
ชื่นมื่น บรรยากาศรับสมัครเลือกตั้งนายก อบจ.นนทบุรี,0
นายกฯเลี้ยงปีใหม่สื่อทำเนียบฯ รับเป็นคนโผงผาง พูดตรง แต่ไม่เคยคิดร้ายกับใคร,1
‘ทักษิณ’ เย้ย ‘พรรคประชาชน’ อย่าฝันลมๆแล้งๆ ‘ยุบสภา’,1
‘พิพัฒน์’ อุบคุยนายกฯ ปมขึ้นค่าแรง 400 บาทไม่ทั่วประเทศ,1
ครบ 10 ปี!! ‘อนุทิน’ บินด่วน ‘ร้อยเอ็ด’ นำทีมแพทย์ทำภารกิจ ‘หัวใจติดปีก’,0
ครม.รับทราบไทยเป็นหุ้นส่วน ‘BRICS’ ประเทศพัฒนาเศรษฐกิจรวดเร็ว,0
‘เท้ง’ยัน ‘นายกฯ’มีอำนาจเต็มแต่กลับเงียบกริบปมรับซื้อไฟฟ้านายทุน,1
‘หัวหน้าอิ๊งค์’เปิดตัว 9 ผู้สมัครนายกอบจ.เพื่อไทย ชูเชื่อมงานส่วนกลางสู่ท้องถิ่น,0
‘พปชร.’ ดันแลนด์บริจด์อีสาน ลั่น เกาะติดเอ็มโอยู 44 ใกล้ชิดทั้งใน-นอกสภา,0
เจาะลึกเลือกตั้ง นายก อบจ.สกลนคร ‘เพื่อไทย’ ปะทะ ‘นปช.’ ระวังตาอยู่ ‘แชมป์เก่า’,1
‘พ่อเลี้ยงทักษิณ’ ฟาด ‘รำคาญโคตรXโคตรX’ อ่านเลยหมายถึงใคร?,1
‘เท้ง’ประกาศท้ารบ พร้อมสวน ‘ทักษิณ’ มโน พูดปราศจากข้อเท็จจริงใช้แต่วาทกรรม,1
ครม.ไฟเขียว ‘อภิรัฐ’ ประธานบอร์ดกทพ. ตั้ง ‘เฉลิมเกียรติ ศรีวรขาน’ คุมบอร์ดบจธ.,0
‘บิ๊กป้อม’ อวยพรปีใหม่ 68 ‘ขอให้โชคดี มีความสุข’ ปัดตอบทิศทางพรรคปีหน้า,0
ครม.ไฟเขียวขึ้นค่าแรง 400 บาท 4 จังหวัด เริ่ม 1 ม.ค.68,0
‘นายกฯ อิ๊งค์’ จ่อลงใต้ ถกครม.สัญจรสงขลา 28 ม.ค.68,0
‘อิ๊งค์’ยันสัมพันธ์ ‘พีระพันธุ์’ ยังดี ไม่ตอบอนาคตร่วมรัฐบาลหรือไม่,1
พม.แจกของขวัญปีใหม่ การเคหะฯ หั่นราคาบ้าน 102 โครงการทั่วประเทศ,0
นายกฯ ถามนักวิชาการ ปรามาสทำไม ปมนั่งประธานปราบผู้มีอิทธิพล,1
‘สนธิ-ปานเทพ’ลั่น รัฐบาลไม่ชัดเจนMOU44 พร้อมเดินเครื่องปลุกม็อบยามเฝ้าแผ่นดิน,1
‘สว.นันทนา’รับร้องเรียนจากกลุ่มผู้เสียหายแชร์เงินดิจิทัล,0
ครม.ไฟเขียวย้ายผู้ว่าฯ พ่วงผู้ตรวจฯ 33 ราย จับตาตั้ง 3 ผู้ว่าราชการหญิง,0
‘ทักษิณ’ ชี้ศึกเลือกตั้งนายกอบจ.เชียงใหม่ ต้องดุดัน พร้อมยันเชียงใหม่ไม่มีใครเป็นเจ้าของ,1
‘ทักษิณ’ อวยพรปีใหม่คนไทย ‘ผมกลับมาแล้ว จะรับใช้ประเทศอย่างดีที่สุด ให้ทุกคนพ้นทุกข์ในอดีต’,0
นายกฯอวยพรปีใหม่ครม.ไม่พอใจแผนการคลัง สั่งปรับปรุงใหม่,0
‘อนุทิน’ขอทุกฝ่ายเงียบก่อน รอคำสั่งศาลปกครองชี้ปมเขากระโดง,1
สธ.สั่งยกระดับเฝ้าระวังหวัดนกในคน แม้ยังไม่พบคนป่วย แต่เจอสัญญาณป่วยทั่วโลกสูงขึ้น,0
เตือนผู้สูงอายุระวังมิจฉาชีพหลอกสูบเงินหมื่น หลังรัฐแจกเฟส2,0
‘อนุทิน’ ปัดข่าวฝ่ายการเมืองทำโผโยกย้ายผู้ว่าฯวุ่น,1
ประธาน กมธ.ป.ป.ช.ฯ มองปัญหาทุจริตคอร์รัปชั่นเกิดจากข้าราชการมีกิเลส,1
‘สุริยะ’โว ‘เพื่อไทย’ส่งผู้สมัครนายกอบจ.ที่ไหนชนะที่นั่น,1
‘นภินทร’ โอดฉายาโลกลืม ยันทำงานเยอะมาก แต่ไม่อยู่ในกระแส,1
‘จิราพอ(ล)’ขอบคุณสื่อมอบฉายาให้ ยันสอบ ‘เทวดาสคบ.’ไม่เงียบ,1
‘ทวี’ ยิ้มรับฉายา ‘ทวีไอพี’ ปัด2มาตรฐาน เผย12จนท.มั่นใจสู้คดีในป.ป.ช.,1
‘ทักษิณ’ โว ปีหน้าม่วนแน่ จบหมดทุกปัญหายัน รัฐบาลอยู่ครบเทอม,1
‘สุริยะ‘ลั่นเขากระโดงจบ ถ้าทุกฝ่ายยึดกฎหมาย เข้าใจ​‘ทรงศักดิ์’ห่วงคนในพื้นที่,0
‘พิชัย’ลุ้น ความเห็นกฤษฎีกา 1-2 วันชี้ชะตา ‘กิตติรัตน์’ ได้นั่งประธานบอร์ดแบงก์ชาติหรือไม่,0
กกต.สั่งสอบคลิปเสียงเตรียมเงิน 20 ล้านเลือกตั้งท้องถิ่นปราจีนบุรี,0
นายกฯถกครม.ส่งท้ายปี 67 จัดผ้าทอย้อมคราม-เนกไท ของขวัญปีใหม่ให้รัฐมนตรี,0
กกต. ติวเข้มวิทยากร รับเลือก อบจ.68 ปลุกกปน.อย่าท้อเจอแรงเสียดทาน,1
มีผลแล้ว! จํากัดความเร็วรถในกทม. วิ่งไม่เกิน 60 กม./ชม. ยกเว้นถนน 13 สาย,0
สยบรอยร้าวรัฐบาลแตก ‘ทักษิณ-อนุทิน’ ร่วมตีกอล์ฟ หลังเกิดปม ‘อีแอบ’,1
เคลียร์ใจ ‘แดง-น้ำเงิน’ วัดคนละดอก,1
“ทักษิณ”อ้อนชาวเชียงใหม่เลือกสว. “ก๊อง” นั่งนายกอบจ. ลั่นไม่ทนพวกเห่าหอนซัดมาซัดกลับ,1
เช็กด่วน! เปิดชื่อ 4 จังหวัดรับค่าแรง 400 บาท มีผล 1 ม.ค.68,0
ด่วน! บอร์ดไตรภาคีเคาะค่าจ้าง 400 บาทไม่ทั่วประเทศ,0
‘วิสุทธิ์’ มั่นใจ ‘รมต.’ มาตอบกระทู้ในสภา 26 ธ.ค.นี้ ทุกคน,0
‘สว.’ เรียกร้อง ‘รัฐบาล’ เร่งประสานขอตัวประมงไทยกลับประเทศ ก่อน 4 ม.ค.68,0
‘รมว.กลาโหม’ สั่งปิดชายแดนไทย-เมียนมา 1 เดือน สกัดอหิวาตกโรค,0
‘รมว.กลาโหม’ยัน ไม่มีสงคราม ‘ไทย-ว้า’จวก พวกปั่นกระแสจุดไฟ,1
นายกฯมอบนโยบายกอ.รมน. 68 ย้ำองค์กรต้องมี KPI ปรับตัวโลกยุคเปลี่ยนผ่าน,0
‘วิสุทธิ์’ ชี้ทำไม่ได้​แก้ รธน. ช่วงรอพัก ‘ร่างพ.ร.บ.ประชามติ’ 180 วัน,0
‘วิสุทธิ์’ อวย ‘รัฐบาลพ่อเลี้ยง’ คนเหนือถือว่าเกิดมา ‘มีบุญ-มีตังค์’,1
‘รทสช.’ โพสต์ ‘พีระพัง’ พังผูกขาด พังระบบเน่าเฟะ,1
‘จิราพร’ประชุมเร่งงานประชาสัมพันธ์ พิธีสมมงคลพระชนมายุเท่าร.1,0
‘ทักษิณ’ บอกไม่มีอะไรต้องเคลียร์ ‘อนุทิน’ แค่เรื่องลิ้นกับฟัน,1
‘นายกฯอิ๊งค์’ ขอถามพ่อเตรียมบินลังกาวีพบ ‘อันวาร์’ 26 ธ.ค.,0
‘ทักษิณ’ โวฉายา ‘รัฐบาลพ่อเลี้ยง’ เดี๋ยวเพื่อไทยทำเศรษฐกิจดี คนเหนือได้เป็นพ่อเลี้ยง,1
‘ไอติม’ โพสต์ข่าวดี ‘คณะกรรมการประสานงานประธานรัฐสภา’ มีมติให้บรรจุร่างแก้ไขรัฐธรรมนูญ,0
‘ทักษิณ’ ถึงเชียงใหม่ ขึ้นปราศรัยช่วยผู้สมัครนายก อบจ. ‘เพื่อไทย’ เย็นนี้,0
‘พรรคประชาชน’จัดทัพ 6 สาย สมัครเลือกตั้งนายก อบจ.-ส.อบจ. ทั่วประเทศ,0
‘สว.’ เดือดรัฐบาลเทตอบกระทู้ ตั้งฉายา ‘นายกฯ นินจา’ หนีสภา,1
‘ณัฐพงษ์’ ลั่นสนาม อบจ.นนทบุรี‘พรรคประชาชน’มั่นใจ 100%,0
‘พริษฐ์’เข้าแจงทีมกฎหมาย‘วันนอร์’ ดันประชามติ 2 ครั้ง,0
‘เท้ง ณัฐพงษ์’ โนคอมเมนต์ ‘รัฐบาลพ่อเลี้ยง–แพทองโพย’ ระบุอยากเห็นฉายาตัวเองมากกว่า,1
‘อนุทิน’ ลั่น ‘ภูมิใจขวาง’ ทำประโยชน์ให้บ้านเมือง-สั่ง ‘รมต.โลกลืม’ ตีปี๊บผลงาน,1
‘อิ๊งค์’ขอบคุณไว้วางใจเลือก ‘เพื่อไทย’ศึกเลือกตั้งอบจ.อุบลฯ,0
‘นายกฯอิ๊งค์’อวยพรปีใหม่ขอคนไทยมีความสุข ลั่นปีหน้าเป็นปีแห่งโอกาส,0
‘พิพัฒน์’ วอนไตรภาคี ถกวันนี้ ไฟเขียวค่าแรง 400 บาททั่วประเทศ,0
‘กกต.’มองการเมืองหนุนผู้สมัคร อบจ. ทำแข่งขันเข้มข้น ไม่รุนแรง เตือนรถแห่รู้เบอร์ต้องเงียบ,1
‘แพทองธาร’ ปัด ‘ทักษิณ-อนุทิน’ตีกอล์ฟเคลียร์ใจ บอกรู้จักกัน 20 ปีแล้ว,1
เลขาฯ กกต. ชี้เป็นสิทธิ ‘ชวาล’ สู้คดีจ่ายโฆษณาเฟซบุ๊กหาเสียงเลือกตั้ง,0
‘อิ๊งค์’ไม่โกรธฉายา ‘แพทองโพย’ หยอกสื่อ ‘ใช้ไอแพดไม่ได้ใช้โพย’,1
มาแล้ว! ฉายารัฐบาลปี67 ‘รัฐบาลพ่อเลี้ยง’ นายกฯ ‘แพทองโพย’,1
กกต. เปิดสมัครรับเลือกตั้งเป็น ส.อบจ. และนายก อบจ. ระหว่างวันที่ 23 – 27 ธ.ค. 2567,0
เกาะติดประเด็นการเมืองวันนี้! จับตา ‘พรรคเพื่อไทย’ เปิดศึก ‘พรรคสีส้ม’,1
‘แดงvsส้ม’ เดือดสมรภูมิ อบจ.,1
เปิด 6 ชื่อผู้สมัครเพื่อไทย ลงชิงนายก อบจ. 1 ในนั้น มี สจ.จอย ลงสู้บ้านใหญ่ปราจีนบุรี,0
‘กองทัพอากาศ’ส่ง F-16 บินสกัดกั้นอากาศยานไม่ทราบฝ่าย ล้ำน่านฟ้าไทย,0
‘ทักษิณ’ เปิดตัว ‘เจ๊หน่อย’ ลงชิงเก้าอี้นายก อบจ.โคราช ในนาม ‘เพื่อไทย’,0
นายกฯ เยือนมหาสารคาม สั่งเร่งปรับปรุงปตร.D5 (ห้วยน้ำเค็ม) ให้เสร็จโดยเร็วรองรับฝนปี 68,0
นายกฯลั่นฟื้นกองทุน ‘SML’ยุค‘พ่อใหญ่ทักษิณ’ลั่นไม่ได้หาเสียง,1
"""อิ๊งค์"" ร่วมปีใหม่สื่อ รับเป็นคนโผงผางบอกถึงหน้าเหลี่ยมแต่ไม่มีเล่ห์เหลี่ยม ขอมีพลังบวกแต่ไม่บวกกับใคร",1
"""อิ๊งค์"" ลางานเปิดตัว ""สจ.จอย-ผู้สมัคร นายก อบจ. 9 จว."" ชูทุกคน DNA พท.ทุ่มเทพื้นที่ได้เสียงกลับมา",0
"""เท้ง"" ไม่หวั่น ""แม้ว"" ทวงคืนเชียงใหม่ สวนบอกทำงานไม่เป็น ชู กม.ผลงานพรรคมากสุดในสภา ลั่นไม่มีสร้างวาทกรรม",1
"""ลุงป้อม"" อวยพรปีใหม่ลูกพรรคให้มีความสุข เจริญก้าวหน้าในหน้าที่ ขอบคุณเคียงข้างฝ่าฟันอุปสรรค",0
"กฤษฎีกาแจงยังไม่เคาะ ""กิตติรัตน์"" ขาดคุณสมบัตินั่ง ปธ.บอร์ดแบงก์ชาติหรือไม่ เตรียมประชุมหาข้อสรุปพรุ่งนี้",0
ถกซอฟต์พาวเวอร์นัดแรก ทุ่มงบ 220 ล. หนุนคนไทยผลิตหนัง ละคร ซีรีส์ สารคดี แอนิเมชัน,0
"""เท้ง"" ฉะ ""อิ๊งค์"" ไม่ยกเลิกรับซื้อไฟฟ้า 3,600 เมกะวัตต์ มีถูกกว่าดันไม่ทำ จี้มาตอบกระทู้พร้อมดีเบตทุกเวที",1
"""เชาว์"" จี้เอาผิด 4 กก.คัดเลือก หนุน “กิตติรัตน์” นั่ง ปธ.บอร์ดแบงก์ชาติ ชี้ทำตามใบสั่งคุกรออยู่",1
"ครม.เคาะหลักการมาตรการ ""Easy E-Receipt 2.0"" ลดภาษี 68 สูงสุด 5 หมื่น ใช้ร้านทั่วไป-วิสาหกิจชุมชน",0
พปชร.ดันแลนด์บริดจ์เชื่อมท่าเรือตะวันออก-อีสาน เกาะติดMou 44 ทั้งใน-นอกสภารักษาอธิปไตย,0
"""พิพัฒน์"" รายงาน ครม.วันนี้ ขึ้นค่าแรงขั้นต่ำ 400 บาท 4 จังหวัด เริ่ม 1 ม.ค.นี้",0
“ธนกร” หนุนวิปรัฐบาลประสานทุกพรรคถกร่าง กม.ที่ยังเห็นต่างหาจุดร่วมก่อนพิจารณาในสภา หวั่นค้านกันเองถูกมองว่าแตกแยก-เสียเวลา,1
"รทสช.เด้งรับฉายา ลั่น ""พีระพันธุ์-เอกนัฏ"" พร้อมพังสิ่งที่ไม่ถูกต้องเพื่อผลประโยชน์ของประชาชน",1
"""ไอติม"" เผย มติคกก.ปธ.รัฐสภา บรรจุร่างแก้รธน.เปิดทางมีสสร.-ประชามติ 2 ครั้ง ได้ลุ้นทันก่อนเลือกตั้ง",0
"สภาพัฒน์ แนะ สบร. ""องค์การมหาชน"" ลดสารพัดรายจ่าย หลังพบ 5 ปี ทรงตัวระดับสูง ควบคู่ ผุด 2 โปเจกยักษ์ ""ศูนย์เรียนรู้ฯ"" 2 พันล้าน",0
"""จิรัฏฐ์"" ป้อง ""แก้วตา"" ผิดยังไงสูบบุหรี่ไฟฟ้ากลางสภา ชี้กม.ยังไม่ชัด ซัดคนแอบถ่ายชกใต้เข็มขัด",1
รทสช.ลั่น‘เอกนัฏ’ก็พร้อมพัง! ส่งทีมสุดซอยลุย‘โรงงานเถื่อน-กากพิษอันตราย’รวมใจกันพร้อมพังให้ทุกปัญหา,1
"""แม้ว"" เฉไฉฉายารัฐบาลพ่อเลี้ยง แปลว่าจะทำให้เศรษฐกิจดี อ้าง ""อิ๊งค์"" ชี้นำพ่อ ปัดเขียนโพยให้ ลั่นเช็คบิลพวกขาประจำ",1
“นฤมล” ถก คกก.มาตรฐานสินค้าเกษตร ผลักดันใช้บังคับให้เกิดประสิทธิภาพสูงสุด ลดการตีกลับสินค้าเกษตรไทย,0
"""นันทนา"" โวย สว.สีน้ำเงินล็อกเก้าอี้นั่ง กมธ.การเมืองแทนตำแหน่งที่ว่าง “เกรียงไกร” ยันใช้มติโหวตตัดสินได้",1
"""ไอติม"" ชี้ฉายารัฐบาลสะท้อน ""เพื่อไทย"" คือตัวประกันของกลุ่มทุน หวัง ""แม้ว-เสี่ยหนู"" เป็นเอกภาพเพื่อ ปชช.ไม่ใช่เพื่อคนบางกลุ่ม",1
"""ไอติม"" มั่นใจทำประชามติร่าง รธน.2 ครั้งไม่เสี่ยงขัด รธน. หวังครั้งแรกเกิดช่วงครึ่งปีหลัง 2568",0
สว.ยัวะ รุมจวกรัฐบาลเทตอบ 5 กระทู้ “ยุคล” ตั้งฉายานายกฯ นินจา  “หมอเปรม” แขวะ “แพทองโพย” ใส่ชุดนอนตรวจทหาร หิ้วผัวใต้ออกงาน,1
"""ไอติม"" ยัน “ชวาล” พร้อมสู้คดีแจ้งค่าใช้จ่ายเท็จ ควบคู่ทำงาน สส. ชูมีบทบาทสำคัญผลักดัน กม.หลายฉบับ",0
รัฐบาลเชิญชวนเลือกซื้อสินค้าราคาถูก 4 หมื่นรายการ ผ่านแคมเปญ “พาณิชย์ลดราคา” วันนี้ถึง 31 ม.ค.68,0
"จับตา “กล้าธรรม” ประชุมหลังปีใหม่ เคาะ “ธรรมนัส” นั่ง ปธ.ที่ปรึกษา “ไผ่ ลิกค์” เลขาฯ พรรค ""อ.แหม่ม"" นั่งหัวหน้าตามเดิม",0
“ทักษิณ-อนุทิน” ควงกันออกรอบตีกอล์ฟ สยบรอยร้าวรัฐบาลแตก,1
รัฐบาลเผย น้ำท่วมใต้เริ่มคลี่คลาย “บิ๊กอ้วน” สั่งเร่งสูบน้ำที่ลุ่มต่ำ จ่ายเยียวยาก่อนสิ้นปี ยันผู้เช่าได้ด้วย,0
กกต.เผย เลือกตั้ง อบจ.อุบลฯ มีร้องเรียน 3 เรื่อง เชื่อไม่เกิน 3 ทุ่ม รู้ผล มั่นใจเริ่มรับสมัครพรุ่งนี้ไร้ปัญหา,0
“ลุงป้อม” ห่วงประมง ส่งลูกพรรคลงตราดรับเรื่องร้องเรียน ขอรัฐหยุด MOU44 เสี่ยงเสียเขตแดนทางทะเล,1
“เทพไท” ชี้ชัด “แม้ว” เจ้าของ รบ.ตัวจริง “อิ๊งค์” แค่ร่างทรง หลังขึ้นเวทีโชว์วิชันที่อีสาน ครม.พร้อมขานรับ,1
"รัฐบาล เผย ปีใหม่เตรียมพร้อมรับเที่ยวบิน คาดรวมกว่า 1.8 หมื่นเที่ยว เฉลี่ย  2,611 เที่ยวต่อวัน เพิ่มขึ้น 14%",0
“อิ๊งค์” ปลื้ม รบ.ดิจิทัล ใช้บัตร ปชช.ทางแอปฯ “ไทยดี” เช็กอินในประเทศ-ย้ายเข้าออกทะเบียนบ้านได้,0
ผบ.ทร.ต้อนรับ “อุปทูตสเปน” หารือต่อเรือ “ฟริเกต” ในไทย,0
หนุ่มค้างค่าปรับใบสั่งเฮ! ศาลปกครองสั่งนายทะเบียนขนส่งจตุจักร ออกป้ายวงกลมให้ทันที พร้อมได้ค่าเยียวยากว่า 3 พันบาท เหตุตำรวจไม่ทำตามกฎหมาย,1
“นฤมล” ชูนโยบาย ดินดี น้ำดี บริหารจัดการดี ชาวอีสานมีรายได้เพิ่ม สอดรับนโยบายรัฐคนไทย มีกิน มีใช้,0
“อิ๊งค์” ชูจุดแข็งไทยที่ตั้ง-ทรัพยากรธรรมชาติ-วัฒนธรรม เล็งใช้เทคโนโลยีปูทางสู่ความรุ่งเรืองมั่งคั่ง,0
“เด็จพี่” โวยอย่ากดดัน ป.ป.ช.ปมนายใหญ่เทวดาชั้น 14 ชี้ กระบวนการยุติธรรมทางอาญาต้องอิสระ,1
พท.ป้อง “อิ๊งค์” โต้ “เท้ง” กล่าวหาละเลยปมสัปทานพลังงานหมุนเวียนไม่จริง รัฐทำเต็มความสามารถ,1
สุดฉาว! ผอ.พรรคส้ม ปราจีนฯ ถูกจับอาวุธผิด กม.กระสุนเพียบ หลัง ตร.ปูพรมกวาดล้างผู้มีอิทธิพล,1
“เอกนัฏ” ชี้ แก้ รธน.ต้องประชามติ แจง สส.รทสช.ลงช่วยน้ำท่วมเหตุไม่ร่วมโหวต ร่าง พ.ร.บ.ประชามติ,0
“อิ๊งค์” ไร้ปัญหาพรรคร่วม เห็นต่างการประสานเริ่มที่วิป เชื่อประชามติน่าจะทัน บอกไม่ได้จูนแค่กับ ภท.,1
“เชาว์” ตบปาก “ชัยชนะ” พูดไม่คิด อ้าง “ทักษิณ” เป็นแค่ผู้รับผล ไม่ผิดปมชั้น 14 ย้ำคนรับประโยชน์หนีความรับผิดไม่ได้,1
ยื่น กกต.เอาผิด “แม้ว” ปราศรัยช่วยผู้สมัครนายก อบจ.อุบลฯ แอบอ้างสถาบันฯ จูงใจให้คนเลือก,1
“อิ๊งค์” ไม่ไปเอง ส่ง “ชูศักดิ์” เป็นตัวแทนแจง กกต.ปม “พ่อแม้ว” ครอบงำพรรค,1
“ชนินทร์” อ้าง สส.พร้อมใจยืนยันเสียงข้างมากชั้นเดียว ช้าแต่ชัวร์ดีกว่าชะลอแก้ รธน.60 ฉุดรั้งประเทศ,1
เปิดผลโหวตร่าง พ.ร.บ.ประชามติ ภท.หักมติวิปรัฐบาล หันไปเห็นชอบ “เสียงข้างมากสองชั้น” สส.ล่องหนเพียบ รทสช.มากสุด 25 คน,1
รัฐบาลเตือนระวังเชื้อโนโรไวรัส ระบาดง่ายในเด็กนักเรียน แนะกินสุก-ร้อน-สะอาด หมั่นล้างมือ,0
กกต.แจงพรรคการเมืองจ่ายเงิน-ทรัพย์สินแทนผู้สมัครท้องถิ่นได้ แต่ต้องแจ้งรายละเอียดตามกฎหมาย,0
กกต.ตอบ ปชน.รับบริจาคสลากกินแบ่งรัฐบาลได้ แต่ต้องชี้แจงแหล่งที่มาตามกฎหมาย,0
สภารุมค้านเพิ่มอำนาจ กมธ.เรียกเอกชนสอบ หวั่นสบช่องเรียกประโยชน์ ก่อนลงมติหนุนทั้งฉบับ ชงต่อ สว.,0
“อิ๊งค์” เร่งแก้ยาเสพติดเป็นรูปธรรม จี้ ป.ป.ส.คืนความสุข ปชช. ย้ำ ผู้ว่าฯผนึกกำลังแก้ปัญหาระดับ จว.,0
“อิ๊งค์” ยิ้มหวานหลังศาลตีตก “ดิจิทัลวอลเล็ต” ไม่ตรงปก บอกสื่อจะให้หน้าบึ้งหรอ เมินตอบ สก.พรรคดังเล่นจินตคณิต,1
“นฤมล” นำทีม ก.เกษตรฯ ลุย นครฯ มอบถุงยังชีพ บรรเทาความเดือดร้อนให้ ปชช.พร้อมสั่งสำรวจความเสียหาย เยียวยาเกษตรกรด่วน,0
“ทวี” โวปม “แม้วชั้น 14” บางขั้นตอนดำเนินการสูงกว่าวิชาชีพทั่วไป เชื่อ ป.ป.ช.กล้าหาญ แต่โดนกดดันอาจทำให้กลัว,1
